qa_flags,state,county,agency,agency_facility_count,facility_name,facility_county,facility_source_county,facility_source_county_fips,facility_source_type,source,match_type,match_score,agreement_needs_review,facility_address,facility_city
,Mississippi,Tishomingo County,Tishomingo County Sheriff's Department,2,TISHOMINGO COUNTY SHERIFFS DEPARTMENT / TISHOMINGO COUNTY JAIL,Tishomingo,Tishomingo,28141,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,1111 MARIA LANE,IUKA
,Missouri,Christian County,Christian County Sheriff's Office,2,CHRISTIAN COUNTY JAIL / SHERIFF,Christian,Christian,29043,COUNTY,hifld_prisons,exact_county_pattern_all_facilities,1,TRUE,110 WEST ELM STREET,OZARK
,Missouri,Christian County,Christian County Sheriff's Office,2,CHRISTIAN COUNTY SHERIFFS DEPARTMENT / CHRISTIAN COUNTY JAIL,Christian,Christian,29043,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,"110 WEST ELM STREET, SUITE 70",OZARK
,Missouri,Mississippi County,Mississippi County Sheriff's Office,2,MISSISSIPPI COUNTY DETENTION CENTER,Mississippi,Mississippi,29133,COUNTY,hifld_prisons,exact_county_pattern_all_facilities,1,TRUE,200 WEST COMMERCIAL STREET,CHARLESTON
,Missouri,Mississippi County,Mississippi County Sheriff's Office,2,MISSISSIPPI COUNTY SHERIFFS DEPARTMENT / MISSISSIPPI COUNTY JAIL,Mississippi,Mississippi,29133,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,200 WEST COMMERCIAL STREET,CHARLESTON
,Missouri,Morgan County,Morgan County Sheriff's Office,2,MORGAN COUNTY ADULT DETENTION CENTER,Morgan,Morgan,29141,COUNTY,hifld_prisons,exact_county_pattern_all_facilities,1,TRUE,211 EAST NEWTON STREET,VERSAILLES
,Missouri,Morgan County,Morgan County Sheriff's Office,2,MORGAN COUNTY SHERIFFS OFFICE / MORGAN COUNTY ADULT DETENTION CENTER,Morgan,Morgan,29141,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,211 EAST NEWTON STREET,VERSAILLES
,Missouri,Ozark County,Ozark County Sheriff's Office,2,OZARK COUNTY SHERIFFS DEPARTMENT / OZARK COUNTY JAIL,Ozark,Ozark,29153,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,529 OLD UNITED STATES HIGHWAY 160 WEST,GAINESVILLE
,Missouri,Ozark County,Ozark County Sheriff's Office,2,Ozark County Jail,Ozark,NA,NA,NA,facilities,exact_county_pattern_all_facilities,1,TRUE,1818 County Road 806,Gainesville
,Missouri,Pettis County,Pettis County Sheriff's Office,2,PETTIS COUNTY JAIL,Pettis,Pettis,29159,COUNTY,hifld_prisons,exact_county_pattern_all_facilities,1,TRUE,319 SOUTH LAMINE AVE,SEDALIA
,Missouri,Pettis County,Pettis County Sheriff's Office,2,PETTIS COUNTY SHERIFFS DEPARTMENT,Pettis,Pettis,29159,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,319 SOUTH LAMINE AVENUE,SEDALIA
,Missouri,Pulaski County,Pulaski County Sheriff's Office,3,PULASKI COUNTY SHERIFF'S DEPARTMENT,Pulaski,Pulaski,29169,COUNTY,hifld_prisons,exact_county_pattern_all_facilities,1,TRUE,403 SCHOOL ST,WAYNESVILLE
,Missouri,Pulaski County,Pulaski County Sheriff's Office,3,PULASKI COUNTY SHERIFF'S DEPARTMENT (OLD),Pulaski,Pulaski,29169,COUNTY,hifld_prisons,exact_county_pattern_all_facilities,1,TRUE,301 HISTORIC 66 EAST,WAYNESVILLE
,Missouri,Pulaski County,Pulaski County Sheriff's Office,3,PULASKI COUNTY SHERIFFS DEPARTMENT / PULASKI COUNTY JAIL,Pulaski,Pulaski,29169,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,"301 HISTORIC 66 EAST, SUITE 136",WAYNESVILLE
,Missouri,Ste. Genevieve County,Ste. Genevieve County Sheriff's Office,1,Ste. Genevieve County Detention Center,Ste. Genevieve,NA,NA,NA,facilities,exact_county_pattern_all_facilities,1,TRUE,5 Basler Drive,Sainte Genevieve
,Missouri,Texas County,Texas County Sheriff's Office,2,TEXAS COUNTY JAIL,Texas,Texas,29215,COUNTY,hifld_prisons,exact_county_pattern_all_facilities,1,TRUE,519 N GRAND AVE,HOUSTON
,Missouri,Texas County,Texas County Sheriff's Office,2,TEXAS COUNTY SHERIFFS DEPARTMENT / TEXAS COUNTY JAIL,Texas,Texas,29215,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,115 EAST MAIN STREET,HOUSTON
,Missouri,Wright County,Wright County Sheriff's Office,2,WRIGHT COUNTY JAIL,Wright,Wright,29229,COUNTY,hifld_prisons,exact_county_pattern_all_facilities,1,TRUE,125 COURT SQUARE,HARTVILLE
,Missouri,Wright County,Wright County Sheriff's Office,2,WRIGHT COUNTY SHERIFFS OFFICE / WRIGHT COUNTY JAIL,Wright,Wright,29229,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,125 COURT SQUARE,HARTVILLE
,Montana,Flathead County,Flathead County Sheriff's Office,2,FLATHEAD COUNTY DETENTION CENTER,Flathead,Flathead,30029,COUNTY,hifld_prisons,exact_county_pattern_all_facilities,1,FALSE,920 S MAIN ST,KALISPELL
,Montana,Flathead County,Flathead County Sheriff's Office,2,FLATHEAD COUNTY SHERIFFS DEPARTMENT / FLATHEAD COUNTY JAIL,Flathead,Flathead,30029,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,FALSE,920 SOUTH MAIN STREET,KALISPELL
,Montana,Gallatin County,Gallatin County Sheriff's Office,2,GALLATIN COUNTY DETENTION CENTER,Gallatin,Gallatin,30031,COUNTY,hifld_prisons,exact_county_pattern_all_facilities,1,FALSE,605 SOUTH 16TH AVE,BOZEMAN
,Montana,Gallatin County,Gallatin County Sheriff's Office,2,GALLATIN COUNTY SHERIFFS OFFICE,Gallatin,Gallatin,30031,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,FALSE,"615 SOUTH 16TH AVENUE, ROOM 22",BOZEMAN
,Nebraska,Dakota County,Dakota County Sheriff's Office,2,DAKOTA COUNTY JAIL,Dakota,Dakota,31043,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,FALSE,1601 BROADWAY STREET,DAKOTA CITY
,Nebraska,Dakota County,Dakota County Sheriff's Office,2,Dakota County Sheriff Office,Dakota,NA,NA,NA,facilities,exact_county_pattern_all_facilities,1,FALSE,1601 Broadway,Dakota City
,Nevada,Douglas County,Douglas County Sheriff's Office,5,DOUGLAS COUNTY SHERIFFS DEPARTMENT NORTH SUBSTATION,Douglas,Douglas,32005,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,FALSE,3587 NORTH SUNRIDGE DRIVE,CARSON CITY
,Nevada,Douglas County,Douglas County Sheriff's Office,5,DOUGLAS COUNTY SHERIFFS OFFICE - GARDNERVILLE RANCHOS,Douglas,Douglas,32005,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,FALSE,"1281 KIMMERLING ROAD, UNIT 9",GARDNERVILLE
,Nevada,Douglas County,Douglas County Sheriff's Office,5,DOUGLAS COUNTY SHERIFFS OFFICE - SOUTH COUNTY,Douglas,Douglas,32005,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,FALSE,1550 UNITED STATES HIGHWAY 395 SOUTH,GARDNERVILLE
,Nevada,Douglas County,Douglas County Sheriff's Office,5,DOUGLAS COUNTY SHERIFFS OFFICE - SUBSTATION / LAKE TAHOE JAIL / DOUGLAS COUNTY JUVENILE DETENTION CENTER,Douglas,Douglas,32005,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,FALSE,175 UNITED STATES HIGHWAY 50,STATELINE
,Nevada,Douglas County,Douglas County Sheriff's Office,5,DOUGLAS COUNTY SHERIFFS OFFICE / DOUGLAS COUNTY JAIL / DOUGLAS COUNTY JUVENILE DETENTION CENTER,Douglas,Douglas,32005,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,FALSE,1625 8TH STREET,MINDEN
,Nevada,Lyon County,Lyon County Sheriff's Office,5,LYON COUNTY DETENTION FACILITY,Lyon,Lyon,32019,COUNTY,hifld_prisons,exact_county_pattern_all_facilities,1,TRUE,911 HARVEY WAY,YERINGTON
,Nevada,Lyon County,Lyon County Sheriff's Office,5,LYON COUNTY SHERIFF - DAYTON SUBSTATION,Lyon,Lyon,32019,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,801 OVERLAND LOOP,DAYTON
,Nevada,Lyon County,Lyon County Sheriff's Office,5,LYON COUNTY SHERIFF - FERNLEY SUBSTATION,Lyon,Lyon,32019,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,555 EAST MAIN STREET,FERNLEY
,Nevada,Lyon County,Lyon County Sheriff's Office,5,LYON COUNTY SHERIFF - SILVER SPRINGS SUBSTATION,Lyon,Lyon,32019,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,2471 FORT CHURCHILL STREET,SILVER SPRINGS
,Nevada,Lyon County,Lyon County Sheriff's Office,5,LYON COUNTY SHERIFF - WALKER RIVER / LYON COUNTY JAIL,Lyon,Lyon,32019,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,30 NEVIN WAY,YERINGTON
,Nevada,Mineral County,Mineral County Sheriff's Office,2,MINERAL COUNTY JAIL,Mineral,Mineral,32021,COUNTY,hifld_prisons,exact_county_pattern_all_facilities,1,FALSE,"105 S A ST, SUITE 4",HAWTHORNE
,Nevada,Mineral County,Mineral County Sheriff's Office,2,MINERAL COUNTY SHERIFFS OFFICE / MINERAL COUNTY JAIL,Mineral,Mineral,32021,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,FALSE,"105 SOUTH A STREET, SUITE 4",HAWTHORNE
,New Mexico,Curry County,Curry County Sheriff's Office,3,CURRY COUNTY ADULT DETENTION CENTER,Curry,Curry,35009,COUNTY,hifld_prisons,exact_county_pattern_all_facilities,1,FALSE,801 MITCHELL ST,CLOVIS
,New Mexico,Curry County,Curry County Sheriff's Office,3,CURRY COUNTY SHERIFFS OFFICE,Curry,Curry,35009,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,FALSE,"700 NORTH MAIN STREET, SUITE 4",CLOVIS
,New Mexico,Curry County,Curry County Sheriff's Office,3,Curry County Detention Facility,Curry,NA,NA,NA,facilities,exact_county_pattern_all_facilities,1,FALSE,801 Mitchell Street,Clovis
,New Mexico,Torrance County,Torrance County Sheriff's Office,2,TORRANCE COUNTY SHERIFFS OFFICE,Torrance,Torrance,35057,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,FALSE,205 9TH STREET,ESTANCIA
,New Mexico,Torrance County,Torrance County Sheriff's Office,2,Torrance County Detention Facility,Torrance,NA,NA,NA,facilities,exact_county_pattern_all_facilities,1,FALSE,209 County Road A049,Estancia
,New York,Broome County,Broome County Sheriff's Office,2,BROOME COUNTY CORRECTIONAL FACILITY / BROOME COUNTY SHERIFFS OFFICE,Broome,Broome,36007,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,FALSE,155 LIEUTENANT VANWINKLE DRIVE,BINGHAMTON
,New York,Broome County,Broome County Sheriff's Office,2,Broome County Correctional Facility,Broome,NA,NA,NA,facilities,exact_county_pattern_all_facilities,1,FALSE,155 Lt. Vanwinkle Drive,Binghamton
,New York,Madison County,Madison County Sheriff's Office,3,MADISON COUNTY JAIL / SHERIFF,Madison,Madison,36053,COUNTY,hifld_prisons,exact_county_pattern_all_facilities,1,FALSE,138 N COURT ST,WAMPSVILLE
,New York,Madison County,Madison County Sheriff's Office,3,MADISON COUNTY SHERIFFS OFFICE / MADISON COUNTY JAIL,Madison,Madison,36053,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,FALSE,138 NORTH COURT STREET,WAMPSVILLE
,New York,Madison County,Madison County Sheriff's Office,3,Madison County Jail,Madison,NA,NA,NA,facilities,exact_county_pattern_all_facilities,1,FALSE,138 North Court Street,Wampsville
,New York,Nassau County,Nassau County Sheriff's Office,3,NASSAU COUNTY SHERIFFS OFFICE - MINEOLA,Nassau,Nassau,36059,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,FALSE,240 OLD COUNTRY ROAD,MINEOLA
,New York,Nassau County,Nassau County Sheriff's Office,3,NASSAU COUNTY SHERIFFS OFFICE / NASSAU COUNTY CORRECTIONAL CENTER,Nassau,Nassau,36059,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,FALSE,100 CARMAN AVENUE,EAST MEADOW
,New York,Nassau County,Nassau County Sheriff's Office,3,Nassau County Correctional Center,Nassau,NA,NA,NA,facilities,exact_county_pattern_all_facilities,1,FALSE,100 Carman Avenue,East Meadow
,New York,Niagara County,Niagara County Sheriff's Office,2,NIAGARA COUNTY SHERIFFS DEPARTMENT / NIAGARA COUNTY JAIL,Niagara,Niagara,36063,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,5526 NIAGARA STREET EXTENTION,LOCKPORT
,New York,Niagara County,Niagara County Sheriff's Office,2,Niagara County Jail,Niagara,NA,NA,NA,facilities,exact_county_pattern_all_facilities,1,TRUE,5526 Niagara Street Extention,Lockport
,New York,Otsego County,Otsego County Sheriff's Office,2,OTSEGO COUNTY JAIL,Otsego,Otsego,36077,COUNTY,hifld_prisons,exact_county_pattern_all_facilities,1,FALSE,172 COUNTY HWY 33 W,COOPERSTOWN
,New York,Otsego County,Otsego County Sheriff's Office,2,OTSEGO COUNTY SHERIFFS OFFICE / OSTEGO COUNTY JAIL,Otsego,Otsego,36077,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,FALSE,172 COUNTY HIGHWAY 33 WEST,COOPERSTOWN
,New York,Rensselaer County,Rensselaer County Sheriff's Office,3,RENSSELAER COUNTY DETENTION CENTER,Rensselaer,Rensselaer,36083,COUNTY,hifld_prisons,exact_county_pattern_all_facilities,1,FALSE,586 COOPER HILL ROAD,WYNANTSKILL
,New York,Rensselaer County,Rensselaer County Sheriff's Office,3,RENSSELAER COUNTY JAIL,Rensselaer,Rensselaer,36083,COUNTY,hifld_prisons,exact_county_pattern_all_facilities,1,FALSE,4000 MAIN ST,TROY
,New York,Rensselaer County,Rensselaer County Sheriff's Office,3,RENSSELAER COUNTY JAIL / RENSSELAER COUNTY SHERIFFS OFFICE,Rensselaer,Rensselaer,36083,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,FALSE,4000 MAIN STREET,TROY
,New York,Steuben County,Steuben County Sheriff's Office,2,STEUBEN COUNTY JAIL,Steuben,Steuben,36101,COUNTY,hifld_prisons,exact_county_pattern_all_facilities,1,TRUE,7007 RUMSEY ST EXTENSION,BATH
,New York,Steuben County,Steuben County Sheriff's Office,2,STEUBEN COUNTY SHERIFFS OFFICE / STEUBEN COUNTY JAIL,Steuben,Steuben,36101,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,7007 RUMSEY STREET EXTENSION,BATH
,North Carolina,Alamance County,Alamance County Sheriff's Office,2,ALAMANCE COUNTY SHERIFFS DEPARTMENT / ALAMANCE COUNTY JAIL,Alamance,Alamance,37001,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,FALSE,109 SOUTH MAPLE STREET,GRAHAM
,North Carolina,Alamance County,Alamance County Sheriff's Office,2,Alamance County Detention Center,Alamance,NA,NA,NA,facilities,exact_county_pattern_all_facilities,1,FALSE,109 South Maple Street,Graham
,North Carolina,Avery County,Avery County Sheriff's Office,2,AVERY COUNTY JAIL / SHERIFF,Avery,Avery,37011,COUNTY,hifld_prisons,exact_county_pattern_all_facilities,1,FALSE,300 SCHULTZ CIRCLE,NEWLAND
,North Carolina,Avery County,Avery County Sheriff's Office,2,AVERY COUNTY SHERIFFS DEPARTMENT / AVERY COUNTY JAIL,Avery,Avery,37011,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,FALSE,300 SCHULTZ CIRCLE,NEWLAND
,North Carolina,Brunswick County,Brunswick County Sheriff's Office,2,BRUNSWICK COUNTY DETENTION CENTER,Brunswick,Brunswick,37019,COUNTY,hifld_prisons,exact_county_pattern_all_facilities,1,FALSE,70 STAMP ACT DR,BOLIVIA
,North Carolina,Brunswick County,Brunswick County Sheriff's Office,2,BRUNSWICK COUNTY SHERIFFS DEPARTMENT / BRUNSWICK COUNTY JAIL,Brunswick,Brunswick,37019,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,FALSE,70 STAMP ACT DRIVE NORTHEAST,BOLIVIA
,North Carolina,Cabarrus County,Cabarrus County Sheriff's Office,2,CABARRUS COUNTY SHERIFFS DEPARTMENT / CABARRUS COUNTY JAIL,Cabarrus,Cabarrus,37025,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,FALSE,25 CORBAN AVENUE SOUTHEAST,CONCORD
,North Carolina,Cabarrus County,Cabarrus County Sheriff's Office,2,Cabarrus County Jail,Cabarrus,NA,NA,NA,facilities,exact_county_pattern_all_facilities,1,FALSE,30 Corban Avenue SE,Concord
,North Carolina,Caldwell County,Caldwell County Sheriff's Office,2,CALDWELL COUNTY DETENTION CENTER,Caldwell,Caldwell,37027,COUNTY,hifld_prisons,exact_county_pattern_all_facilities,1,FALSE,2351 MORGANTON BLVD SW,LENOIR
,North Carolina,Caldwell County,Caldwell County Sheriff's Office,2,CALDWELL COUNTY SHERIFFS DEPARTMENT / CALDWELL COUNTY JAIL,Caldwell,Caldwell,37027,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,FALSE,2351 MORGANTON BOULEVARD SOUTHWEST,LENOIR
,North Carolina,Carteret County,Carteret County Sheriff's Office,2,CARTERET COUNTY DETENTION FACILITY,Carteret,Carteret,37031,COUNTY,hifld_prisons,exact_county_pattern_all_facilities,1,FALSE,306 CRAVEN ST,BEAUFORT
,North Carolina,Carteret County,Carteret County Sheriff's Office,2,CARTERET COUNTY SHERIFFS DEPARTMENT,Carteret,Carteret,37031,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,FALSE,304 CRAVEN STREET,BEAUFORT
,North Carolina,Catawba County,Catawba County Sheriff's Office,2,CATAWBA COUNTY DETENTION FACILITY / JUSTICE CENTER,Catawba,Catawba,37035,COUNTY,hifld_prisons,exact_county_pattern_all_facilities,1,FALSE,100 GOVERNMENT DRIVE,NEWTON
,North Carolina,Catawba County,Catawba County Sheriff's Office,2,CATAWBA COUNTY SHERIFFS OFFICE / CATAWBA COUNTY JAIL,Catawba,Catawba,37035,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,FALSE,"100 SOUTHWEST BOULEVARD, UNIT B",NEWTON
,North Carolina,Cherokee County,Cherokee County Sheriff's Office,2,CHEROKEE COUNTY JAIL,Cherokee,Cherokee,37039,COUNTY,hifld_prisons,exact_county_pattern_all_facilities,1,FALSE,577 REGAL STREET,MURPHY
,North Carolina,Cherokee County,Cherokee County Sheriff's Office,2,CHEROKEE COUNTY SHERIFFS DEPARTMENT,Cherokee,Cherokee,37039,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,FALSE,44 CENTRAL STREET,MURPHY
,North Carolina,Cleveland County,Cleveland County Sheriff's Office,2,CLEVELAND COUNTY DETENTION CENTER,Cleveland,Cleveland,37045,COUNTY,hifld_prisons,exact_county_pattern_all_facilities,1,FALSE,407 MCBRAYER ST,SHELBY
,North Carolina,Cleveland County,Cleveland County Sheriff's Office,2,CLEVELAND COUNTY SHERIFFS DEPARTMENT,Cleveland,Cleveland,37045,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,FALSE,100 JUSTICE PLACE,SHELBY
,North Carolina,Columbus County,Columbus County Sheriff's Office,2,COLUMBUS COUNTY JAIL,Columbus,Columbus,37047,COUNTY,hifld_prisons,exact_county_pattern_all_facilities,1,TRUE,805 WASHINGTON ST,WHITEVILLE
,North Carolina,Columbus County,Columbus County Sheriff's Office,2,COLUMBUS COUNTY SHERIFFS DEPARTMENT,Columbus,Columbus,37047,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,805 WASHINGTON STREET,WHITEVILLE
,North Carolina,Craven County,Craven County Sheriff's Office,3,CRAVEN COUNTY JAIL,Craven,Craven,37049,COUNTY,hifld_prisons,exact_county_pattern_all_facilities,1,FALSE,1100 CLARKS ROAD,NEW BERN
,North Carolina,Craven County,Craven County Sheriff's Office,3,CRAVEN COUNTY SHERIFF'S OFFICE,Craven,Craven,37049,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,FALSE,411 CRAVEN ST,NEW BERN
,North Carolina,Duplin County,Duplin County Sheriff's Office,2,DUPLIN COUNTY JAIL,Duplin,Duplin,37061,COUNTY,hifld_prisons,exact_county_pattern_all_facilities,1,FALSE,208 DUPLIN STREET,KENANSVILLE
,North Carolina,Duplin County,Duplin County Sheriff's Office,2,DUPLIN COUNTY SHERIFFS DEPARTMENT / DUPLIN COUNTY JAIL,Duplin,Duplin,37061,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,FALSE,112 WEST HILL STREET,KENANSVILLE
,North Carolina,Gaston County,Gaston County Sheriff's Office,2,GASTON COUNTY SHERIFFS DEPARTMENT / GASTON COUNTY JAIL,Gaston,Gaston,37071,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,FALSE,425 NORTH MARIETTA STREET,GASTONIA
,North Carolina,Gaston County,Gaston County Sheriff's Office,2,Gaston County Jail,Gaston,NA,NA,NA,facilities,exact_county_pattern_all_facilities,1,FALSE,425 Dr M.l.k. Jr. Way,Gastonia
,North Carolina,Henderson County,Henderson County Sheriff's Office,3,HENDERSON COUNTY DETENTION CENTER,Henderson,Henderson,37089,COUNTY,hifld_prisons,exact_county_pattern_all_facilities,1,FALSE,375 FIRST AVE E,HENDERSONVILLE
,North Carolina,Henderson County,Henderson County Sheriff's Office,3,HENDERSON COUNTY SHERIFFS DEPARTMENT,Henderson,Henderson,37089,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,FALSE,100 NORTH GROVE STREET,HENDERSONVILLE
,North Carolina,Henderson County,Henderson County Sheriff's Office,3,Henderson County Detention Facility,Henderson,NA,NA,NA,facilities,exact_county_pattern_all_facilities,1,FALSE,375 1st Avenue East,Hendersonville
,North Carolina,Lincoln County,Lincoln County Sheriff's Office,4,LINCOLN COUNTY DETENTION CENTER,Lincoln,Lincoln,37109,COUNTY,hifld_prisons,exact_county_pattern_all_facilities,1,FALSE,700 JOHN HOWELL MEMORIAL DR,LINCOLNTON
,North Carolina,Lincoln County,Lincoln County Sheriff's Office,4,LINCOLN COUNTY SHERIFFS DEPARTMENT - ADAM OFFICE,Lincoln,Lincoln,37109,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,FALSE,5479 WEST STATE HIGHWAY 27,VALE
,North Carolina,Lincoln County,Lincoln County Sheriff's Office,4,LINCOLN COUNTY SHERIFFS DEPARTMENT - CHARLIE OFFICE,Lincoln,Lincoln,37109,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,FALSE,2483 NORTH STATE HIGHWAY 16,DENVER
,North Carolina,Lincoln County,Lincoln County Sheriff's Office,4,LINCOLN COUNTY SHERIFFS DEPARTMENT / LINCOLN COUNTY JAIL,Lincoln,Lincoln,37109,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,FALSE,700 JOHN HOWELL MEMORIAL DRIVE,LINCOLNTON
,North Carolina,Nash County,Nash County Sheriff's Office,2,NASH COUNTY DETENTION FACILITY,Nash,Nash,37127,COUNTY,hifld_prisons,exact_county_pattern_all_facilities,1,FALSE,222 WEST WASHINGTON STREET,NASHVILLE
,North Carolina,Nash County,Nash County Sheriff's Office,2,NASH COUNTY SHERIFFS DEPARTMENT,Nash,Nash,37127,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,FALSE,222 WEST WASHINGTON STREET,NASHVILLE
,North Carolina,Onslow County,Onslow County Sheriff's Office,3,ONSLOW COUNTY DETENTION CENTER,Onslow,Onslow,37133,COUNTY,hifld_prisons,exact_county_pattern_all_facilities,1,TRUE,717 COURT ST,JACKSONVILLE
,North Carolina,Onslow County,Onslow County Sheriff's Office,3,ONSLOW COUNTY SHERIFFS OFFICE / ONSLOW COUNTY JAIL,Onslow,Onslow,37133,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,701 MILL AVENUE,JACKSONVILLE
,North Carolina,Onslow County,Onslow County Sheriff's Office,3,Onslow County Jail,Onslow,NA,NA,NA,facilities,exact_county_pattern_all_facilities,1,TRUE,717 Court Street,Jacksonville
,North Carolina,Person County,Person County Sheriff's Office,2,PERSON COUNTY JAIL,Person,Person,37145,COUNTY,hifld_prisons,exact_county_pattern_all_facilities,1,TRUE,120 COURT ST,ROXBORO
,North Carolina,Person County,Person County Sheriff's Office,2,PERSON COUNTY SHERIFFS OFFICE / PERSON COUNTY JAIL,Person,Person,37145,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,"120 COURT STREET, PERSON COUNTY LAW ENFORCEMENT CENTER",ROXBORO
,North Carolina,Randolph County,Randolph County Sheriff's Office,3,RANDOLPH COUNTY JAIL,Randolph,Randolph,37151,COUNTY,hifld_prisons,exact_county_pattern_all_facilities,1,FALSE,790 NEW CENTURY DR,ASHEBORO
,North Carolina,Randolph County,Randolph County Sheriff's Office,3,RANDOLPH COUNTY SHERIFFS DEPARTMENT,Randolph,Randolph,37151,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,FALSE,727 MCDOWELL ROAD,ASHEBORO
,North Carolina,Randolph County,Randolph County Sheriff's Office,3,RANDOLPH COUNTY SHERIFFS DEPARTMENT SUBSTATION,Randolph,Randolph,37151,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,FALSE,402 BALFOUR DRIVE,ARCHDALE
,North Carolina,Rockingham County,Rockingham County Sheriff's Office,2,ROCKINGHAM COUNTY DETENTION CENTER,Rockingham,Rockingham,37157,COUNTY,hifld_prisons,exact_county_pattern_all_facilities,1,FALSE,130 JUSTICE CENTER DRIVE,REIDSVILLE
,North Carolina,Rockingham County,Rockingham County Sheriff's Office,2,ROCKINGHAM COUNTY SHERIFFS DEPARTMENT / ROCKINGHAM COUNTY JAIL,Rockingham,Rockingham,37157,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,FALSE,1088 STATE HIGHWAY 65,REIDSVILLE
,North Carolina,Union County,Union County Sheriff's Office,2,UNION COUNTY JAIL,Union,Union,37179,COUNTY,hifld_prisons,exact_county_pattern_all_facilities,1,FALSE,3344 PRESSON RD,MONROE
,North Carolina,Union County,Union County Sheriff's Office,2,UNION COUNTY SHERIFFS OFFICE / UNION COUNTY JAIL,Union,Union,37179,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,FALSE,3344 PRESSON ROAD,MONROE
,North Dakota,Bowman County,Bowman County Sheriff's Office,1,BOWMAN COUNTY SHERIFFS DEPARTMENT,Bowman,Bowman,38011,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,104 1ST STREET NORTHWEST,BOWMAN
