staged_file,source_file,source_url,snapshot_ts,sha256
sheets/sheets_wayback_20260814/participatingAgencies02172026pm_7eb70a7a7d5b.xlsx,excels/7eb70a7a7d5bf1fb1498e9522db377b7a28f001691366b843b99b7922fd07fe5.xlsx,https://www.ice.gov/doclib/about/offices/ero/287g/participatingAgencies02172026pm.xlsx,20260219123527,7eb70a7a7d5bf1fb1498e9522db377b7a28f001691366b843b99b7922fd07fe5
sheets/sheets_wayback_20260814/participatingAgencies02272026am_ac3a707e25e9.xlsx,excels/ac3a707e25e9c61df7b63a5cc6c80604cc53732d355633ec4e09b8f2a4814d8d.xlsx,https://www.ice.gov/doclib/about/offices/ero/287g/participatingAgencies02272026am.xlsx,20260227211753,ac3a707e25e9c61df7b63a5cc6c80604cc53732d355633ec4e09b8f2a4814d8d
sheets/sheets_wayback_20260814/participatingAgencies03022026am_da777db84f17.xlsx,excels/da777db84f17994c81b556dcdce8129c0c3975448a25d2bb60f87427c260c15f.xlsx,https://www.ice.gov/doclib/about/offices/ero/287g/participatingAgencies03022026am.xlsx,20260303114707,da777db84f17994c81b556dcdce8129c0c3975448a25d2bb60f87427c260c15f
sheets/sheets_wayback_20260814/participatingAgencies03032025PM_63ebad7ab114.xlsx,excels/63ebad7ab1147ef3ac94bd0ca11e53b78f891d0f8d1bec3c7ec428b5b9ee508e.xlsx,https://www.ice.gov/doclib/about/offices/ero/287g/participatingAgencies03032025PM.xlsx,20250305151329,63ebad7ab1147ef3ac94bd0ca11e53b78f891d0f8d1bec3c7ec428b5b9ee508e
sheets/sheets_wayback_20260814/participatingAgencies03032026am_5f23c91d2507.xlsx,excels/5f23c91d25079d1ec7af44fb4253cf85799fd4560b133879211d841d5c747842.xlsx,https://www.ice.gov/doclib/about/offices/ero/287g/participatingAgencies03032026am.xlsx,20260304160447,5f23c91d25079d1ec7af44fb4253cf85799fd4560b133879211d841d5c747842
sheets/sheets_wayback_20260814/participatingAgencies03062025am_2a49c89d7a7f.xlsx,excels/2a49c89d7a7f43746f1807359a0d0f9a011300bb2675897b8fc65836f5bf6467.xlsx,https://www.ice.gov/doclib/about/offices/ero/287g/participatingAgencies03062025am.xlsx,20250309003823,2a49c89d7a7f43746f1807359a0d0f9a011300bb2675897b8fc65836f5bf6467
sheets/sheets_wayback_20260814/participatingAgencies03062026pm_75b11a5cb9f4.xlsx,excels/75b11a5cb9f4072c9d4529eb47b818282ce03a4e45655b1abba848c455446c92.xlsx,https://www.ice.gov/doclib/about/offices/ero/287g/participatingAgencies03062026pm.xlsx,20260307031117,75b11a5cb9f4072c9d4529eb47b818282ce03a4e45655b1abba848c455446c92
sheets/sheets_wayback_20260814/participatingAgencies03072025am_64d8f35f9959.xlsx,excels/64d8f35f9959578dc2d44b0e3c421a04e35d5fdbd6f002126e7302b5184ac989.xlsx,https://www.ice.gov/doclib/about/offices/ero/287g/participatingAgencies03072025am.xlsx,20250307222359,64d8f35f9959578dc2d44b0e3c421a04e35d5fdbd6f002126e7302b5184ac989
sheets/sheets_wayback_20260814/participatingAgencies03092026am_587ca6f21749.xlsx,excels/587ca6f21749bf51e6970268ddd2ff409970a8ab31ad14ba072a3f6341099f76.xlsx,https://www.ice.gov/doclib/about/offices/ero/287g/participatingAgencies03092026am.xlsx,20260309151618,587ca6f21749bf51e6970268ddd2ff409970a8ab31ad14ba072a3f6341099f76
sheets/sheets_wayback_20260814/participatingAgencies03112026am_661f45a38a19.xlsx,excels/661f45a38a19d4678b2a5fe69ed62dde4de7dd04f12a52459a9597b72ceca254.xlsx,https://www.ice.gov/doclib/about/offices/ero/287g/participatingAgencies03112026am.xlsx,20260312131910,661f45a38a19d4678b2a5fe69ed62dde4de7dd04f12a52459a9597b72ceca254
sheets/sheets_wayback_20260814/participatingAgencies03172025pm_88fdd9c68044.xlsx,excels/88fdd9c68044dbfed58b9dd4ef4dda119748ce6491909dfab0dbbe779255cf28.xlsx,https://www.ice.gov/doclib/about/offices/ero/287g/participatingAgencies03172025pm.xlsx,20250318084611,88fdd9c68044dbfed58b9dd4ef4dda119748ce6491909dfab0dbbe779255cf28
sheets/sheets_wayback_20260814/participatingAgencies03262025pm_6e46b0917d3f.xlsx,excels/6e46b0917d3f9b979f1297febfb8cce4da23ca80f9c67c02b757588524085038.xlsx,https://www.ice.gov/doclib/about/offices/ero/287g/participatingAgencies03262025pm.xlsx,20250328003200,6e46b0917d3f9b979f1297febfb8cce4da23ca80f9c67c02b757588524085038
sheets/sheets_wayback_20260814/participatingAgencies03272025am_add2e25197e3.xlsx,excels/add2e25197e3f63f6cd7b0ff7c2347562b98915e55eebccb549510cba9486538.xlsx,https://www.ice.gov/doclib/about/offices/ero/287g/participatingAgencies03272025am.xlsx,20250327155332,add2e25197e3f63f6cd7b0ff7c2347562b98915e55eebccb549510cba9486538
sheets/sheets_wayback_20260814/participatingAgencies03272026am_c291c4bb6cef.xlsx,excels/c291c4bb6cefc291dd5cc3cfc62ac47591ba702e5ad79504355659e8d26f77e8.xlsx,https://www.ice.gov/doclib/about/offices/ero/287g/participatingAgencies03272026am.xlsx,20260328130156,c291c4bb6cefc291dd5cc3cfc62ac47591ba702e5ad79504355659e8d26f77e8
sheets/sheets_wayback_20260814/participatingAgencies03282025am_7a66ca2d7222.xlsx,excels/7a66ca2d7222d8b2ea9b89b954beb1c46024edfb8b5bc95320e0f172680b97d9.xlsx,https://www.ice.gov/doclib/about/offices/ero/287g/participatingAgencies03282025am.xlsx,20250329002900,7a66ca2d7222d8b2ea9b89b954beb1c46024edfb8b5bc95320e0f172680b97d9
sheets/sheets_wayback_20260814/participatingAgencies03312025pm_8bade24a9e81.xlsx,excels/8bade24a9e8115d56cb552fbc7a48a9a5e01a3b806b309aa9efc0552e8b60c8c.xlsx,https://www.ice.gov/doclib/about/offices/ero/287g/participatingAgencies03312025pm.xlsx,20250401013122,8bade24a9e8115d56cb552fbc7a48a9a5e01a3b806b309aa9efc0552e8b60c8c
sheets/sheets_wayback_20260814/participatingAgencies04012026am_102467bb1a3e.xlsx,excels/102467bb1a3e0bf567400c2017fcb2ac6aa74a4b6c57ee15fb13052646f11334.xlsx,https://www.ice.gov/doclib/about/offices/ero/287g/participatingAgencies04012026am.xlsx,20260402080547,102467bb1a3e0bf567400c2017fcb2ac6aa74a4b6c57ee15fb13052646f11334
sheets/sheets_wayback_20260814/participatingAgencies04032025pm_81aebec4696e.xlsx,excels/81aebec4696ef0b520665a9fbcea8f34d454ba5585688e170cc9f9874e2cc056.xlsx,https://www.ice.gov/doclib/about/offices/ero/287g/participatingAgencies04032025pm.xlsx,20250403234634,81aebec4696ef0b520665a9fbcea8f34d454ba5585688e170cc9f9874e2cc056
